title,description,author,isbn10,isbn13,publish_date,edition,best_seller,top_rated ,rating,review_count,price,,,,,,,,,,,,,,
"Princeton Review AP World History: Modern Prep, 2023",3 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),The Princeton Review,593450957,978-0593450956,2022-08-02,1,YES,No,4.7,32,$17.19,,,,,,,,,,,,,,
"The Official ACT Prep Guide 2022-2023, (Book + Online Course)",The Most Effective ACT Strategies Ever Published,ACT,1119865905,978-1119865902,2022-05-10,1,yes,NO,4.6,10290,$29.60,,,,,,,,,,,,,,
ACT Prep Black Book,ACT Prep Black Book,Mike Barrett,9.78069E+12,978-0692078396,2018-02-15,2,NO,NO,4.5,1322,$26.99,,,,,,,,,,,,,,
ACT Prep Questions Book 2021-2022,3 ACT Practice Tests with Detailed Answer Explanations,ACT,1637752482,978-1637752487,2021-02-22,4,NO,NO,4.7,50,$12.99,,,,,,,,,,,,,,
The Official ACT Mathematics Guide,The Official ACT Mathematics Guide,ACT,1119787335,978-1119787334,2021-06-22,2,YES,NO,4.4,139,$18.89,,,,,,,,,,,,,,
Computer Science: Discovering God's Glory in Ones and Zeros,,Jonathan R. Stoddard,1596389907,978-159638990,2015-03-16,1,NO,NO,4.5,16,$4.99,,,,,,,,,,,,,,
USE WHAT YOU HAVE,Making The Most Of Your God-Given Gifts And Abilities,Richardson George,057824134X,978-0578241340,2020-11-06,1,NO,NO,4.3,16,$8.89,,,,,,,,,,,,,,
Introduction to Computer Science,A Textbook for Beginners in Informatics,Gilbert Brands,1492827843,978-1492827849,2013-10-11,1,NO,NO,3.8,19,$12.20,,,,,,,,,,,,,,
Coding for Beginners,Learn Computer Programming the Right Way,K. Connors,1981927093,978-1981927098,978-1981927098,1,NO,NO,3.8,47,$17.38,,,,,,,,,,,,,,
Computer Programming: The Bible,"The Basics to Advanced of Python, C, C++, C#, HTML Coding, and Black Hat Hacking Step-by-Step IN NO TIME!",CyberPunk Architects,1727521900,978-1727521900,2018-09-22,1,NO,NO,3.9,187,$14.97,,,,,,,,,,,,,,
Coding All-in-One For Dummies (For Dummies (Computer/Tech)),,Chris Minnick,1119889561,978-1119889564,2022-08-02,2,NO,NO,4.6,36,$29.99,,,,,,,,,,,,,,
Cybersecurity For Dummies (For Dummies (Computer/Tech)),,Joseph Steinberg,1119867185,978-1119867180,2022-04-08,2,NO,NO,4.6,146,$23.99,,,,,,,,,,,,,,
Networking All-in-One For Dummies (For Dummies (Computer/Tech)),,Doug Lowe,1119689015,978-1119689010,2021-05-04,8,NO,NO,4.6,404,$27.49,,,,,,,,,,,,,,
Hacking For Dummies (For Dummies (Computer/Tech)),,Kevin Beaver,1119872197,978-1119872191,2022-04-08,7,NO,NO,4.5,60,$21.49,,,,,,,,,,,,,,
Linux For Beginners,"The Basics Of Kali Linux Operating System. Essentials For Installation, Configuration And Command Line And A Precise Guide About ... And Hacking Tools (Linux Bible)",Darwin Growth,,979-8378297627,2023-02-20,1,NO,NO,4.9,1234,$9.99,,,,,,,,,,,,,,
Learn Linux Quickly,A Comprehensive Guide for Getting Up to Speed on the Linux Command Line (Ubuntu) (Crash Course With Hands-On Project),Code Quickly,1951791835,978-1951791834,2021-12-23,1,NO,NO,4.7,250,$16.89,,,,,,,,,,,,,,
Python Programming and SQL,The Definitive Guide for Beginners to Learn Python and SQL in 7 Days with Step-by-Step Guidance and Hands-On Exercises,Philip Robbins,,979-8393423469,2023-05-03,1,NO,NO,5,145,$11.97,,,,,,,,,,,,,,
Object-Oriented Python,Master OOP by Building Games and GUIs,Irv Kalb,1718502060,978-1718502062,2022-01-25,1,NO,NO,4.7,112,$30.00,,,,,,,,,,,,,,
PYTHON Programming Mastery Unlock the Secrets of a High-Demand Skillset,Learn Python Programming from Zero to Hero with Real-World Exercises & Examples for a Successful Career in The Tech Industry,Mark Clifferland,,979-8392299553,2023-04-23,1,NO,NO,5,922,$23.46,,,,,,,,,,,,,,
The Self-Taught Programmer,: The Definitive Guide to Programming Professionally,Cory Althoff,999685902,978-0999685907,2017-01-24,1,NO,NO,4.5,1080,$19.68,,,,,,,,,,,,,,
he Self-Taught Computer Scientist:,The Beginner's Guide to Data Structures & Algorithms,Cory Althoff,1119724414,978-1119724414,2021-10-01,1,NO,NO,4.5,114,$19.49,,,,,,,,,,,,,,
Excel,"The Complete Illustrative Guide for Beginners to Learning any Fundamental, Formula, Function and Chart in Less than 5 Minutes with Simple and Real-Life Examples",Nigel Tillery,,979-8824373264,2022-05-23,1,Yes,NO,4.4,1568,$19.57,,,,,,,,,,,,,,
101 Most Popular Excel Formulas (101 Excel Series),,John Michaloudis,1700300911,978-1700300911,2019-10-22,1,NO,NO,4.5,1080,$17.99,,,,,,,,,,,,,,
Microsoft Word 2023,The Most Updated Crash Course from Beginner to Advanced | Learn All the Functions and Features to Become a Pro in 7 Days or Less,by James Holler,,979-8364609687,2022-11-19,1,NO,NO,4.8,620,$14.97,,,,,,,,,,,,,,
Microsoft Office 365 For Beginners:,"The 1# Crash Course From Beginners To Advanced. Easy Way to Master The Whole Suite in no Time | Excel, Word, PowerPoint, OneNote, OneDrive, Outlook, Teams & Access",Leonard J. Ledger,,979-8354840113,2022-09-26,1,No,No,4.9,456,$21.97,,,,,,,,,,,,,,
Clean Code in PHP,"Expert tips and best practices to write beautiful, human-friendly, and maintainable PHP", Carsten Windler ,1804613878,978-1804613870,31-Oct-22,1,No,No,4.8,6,$34.99 ,,,,,,,,,,,,,,
Hands-On Azure Digital Twins,A practical guide to building distributed IoT solutions,Alexander Meijers,1801071381,978-1801071383,3-Mar-22,1,No,No,3.6,11,$50.39 ,,,,,,,,,,,,,,
Certified Ethical Hacker (CEH) v12 312-50 Exam Guide,Keep up to date with ethical hacking trends and hone your skills with hands-on activities, Dale Meredith,1801813094,978-1801813099,8-Jul-22,1,No,No,5,5,$44.99 ,,,,,,,,,,,,,,
"Mike Meyers' CompTIA Network+ Certification Passport, Seventh Edition (Exam N10-008) (Mike Meyers' Certification Passport)",,Jonathan Weissman,1264268963,978-1264268962,7-Jun-22,7,No,No,4.6,23,$30.06 ,,,,,,,,,,,,,,
CEHv12 - Certified Ethical Hacker,Exam Cram Notes: First Edition - 2023, IP Specialist,,979-8374157079,18-Jan-23,1,No,No,3.1,3,$24.99 ,,,,,,,,,,,,,,
CEHv12- Certified Ethical Hacker,Study Guide with Practice Questions and Labs: First Edition - 2023, IP Specialist,,979-8371833662,30-Dec-22,1,No,No,3.8,13,$44.99 ,,,,,,,,,,,,,,
PHP & MySQL,Server-side Web Development,Jon Duckett,1119149223,978-1119149224,15-Feb-22,1,Yes,No,4.8,449,$26.99 ,,,,,,,,,,,,,,
"PHP 8 Objects, Patterns, and Practice","Mastering OO Enhancements, Design Patterns, and Essential Development Tools", Matt Zandstra,1484267907,978-1484267905,3-Apr-21,6,No,No,4.7,47,$32.15 ,,,,,,,,,,,,,,
Laravel,Up & Running: A Framework for Building Modern PHP Apps,Matt Stauffer,1492041211,978-1492041214,20-Apr-19,2,No,No,4.5,155,$31.99 ,,,,,,,,,,,,,,
Programming PHP,Creating Dynamic Web Pages, Kevin Tatroe,1492054135,978-1492054139,21-Apr-20,4,No,No,4.7,72,$30.07 ,,,,,,,,,,,,,,
Android Studio Flamingo Essentials - Java Edition,Developing Android Apps Using Android Studio 2022.2.1 and Java, Neil Smyth,1951442717,978-1951442712,16-May-23,1,No,No,0,0,$49.99 ,,,,,,,,,,,,,,
JavaScript and jQuery, Interactive Front-End Web Development ,Jon Duckett,,978-1118531648,30-Jun-14,1,No,No,4.6,2170,$26.99 ,,,,,,,,,,,,,,
"PHP 8 Programming Tips, Tricks and Best Practices","A practical guide to PHP 8 features, usage changes, and advanced programming techniques", Doug Bierer,180107187X,978-1801071871,27-Aug-21,1,No,No,4.6,15,$51.99 ,,,,,,,,,,,,,,
Programming,"4 Manuscripts in 1 book: Python For Beginners, Python 3 Guide, Learn Java, Excel 2016",Timothy C. Needham,1728914671,978-1728914671,17-Oct-18,1,No,No,4.4,2167,$27.97 ,,,,,,,,,,,,,,
Transitioning to Java,Kickstart your polyglot programming journey by getting a clear understanding of Java, Ken Fogel,1804614017,978-1804614013,28-Apr-23,1,No,No,4.5,2,$44.99 ,,,,,,,,,,,,,,
Java,The Ultimate Beginner's Guide to Learn Java Quickly With No Prior Experience (Computer Programming), Mark Reed,,979-8387893131,21-Mar-23,1,No,No,5,162,$24.99 ,,,,,,,,,,,,,,
Learn Java 17 Programming,"Learn the fundamentals of Java Programming with this updated guide with the latest features, 2nd Edition",Nick Samoylov,1803241438,978-1803241432,29-Jul-22,2,No,No,4.3,17,$39.99 ,,,,,,,,,,,,,,
Learning Spring Boot 3.0,"Simplify the development of production-grade applications using Java and Spring, 3rd Edition ",Greg L. Turnquist,1803233303,978-1803233307,30-Dec-22,3,No,No,4.4,18,$37.49 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
